PhraseId,SentenceId,Phrase,Sentiment,Tokens,Sentiment_Words
108406,5737,"I 've had more interesting -- and , dare I say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .",1,"['interesting', 'dare', 'say', 'thematically', 'complex', 'bowel', 'movements', 'longontheshelf', 'pointandshoot', 'exercise', 'gimmicky', 'crime', 'drama']","['interesting', 'dare', 'say', 'thematically', 'complex', 'bowel', 'movements', 'exercise', 'gimmicky', 'crime', 'drama']"
33173,1555,"This is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one .",1,"['classical', 'dramatic', 'animated', 'feature', 'hip', 'contemporary', 'injokey', 'one']","['classical', 'dramatic', 'animated', 'feature', 'hip', 'contemporary', 'one']"
41897,2016,Suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .,1,"['suffers', 'timid', 'parsing', 'barnside', 'target', 'sons', 'trying', 'breach', 'gaps', 'relationships', 'fathers']","['suffers', 'timid', 'parsing', 'target', 'sons', 'trying', 'breach', 'gaps', 'relationships', 'fathers']"
88802,4613,"Contains the humor , characterization , poignancy , and intelligence of a bad sitcom .",1,"['contains', 'humor', 'characterization', 'poignancy', 'intelligence', 'bad', 'sitcom']","['contains', 'humor', 'characterization', 'poignancy', 'intelligence', 'bad', 'sitcom']"
8880,370,How do you make a movie with depth about a man who lacked any ?,1,"['make', 'movie', 'depth', 'man', 'lacked']","['make', 'movie', 'depth', 'man', 'lacked']"
129777,6985,"Unfortunately , Carvey 's rubber-face routine is no match for the insipid script he has crafted with Harris Goldberg .",1,"['unfortunately', 'carvey', 'rubberface', 'routine', 'match', 'insipid', 'script', 'crafted', 'harris', 'goldberg']","['unfortunately', 'routine', 'match', 'insipid', 'script', 'crafted']"
20790,928,Their contrast is neither dramatic nor comic -- it 's just a weird fizzle .,1,"['contrast', 'neither', 'dramatic', 'comic', 'weird', 'fizzle']","['contrast', 'neither', 'dramatic', 'comic', 'weird', 'fizzle']"
106403,5620,"There 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .",1,"['spark', 'new', 'inspiration', 'done', 'noticeably', 'less', 'energy', 'imagination']","['spark', 'new', 'inspiration', 'done', 'noticeably', 'less', 'energy', 'imagination']"
109753,5815,"In truth , it has all the heart of a porno flick -LRB- but none of the sheer lust -RRB- .",1,"['truth', 'heart', 'porno', 'flick', 'lrb', 'none', 'sheer', 'lust', 'rrb']","['truth', 'heart', 'porno', 'flick', 'none', 'sheer', 'lust']"
85274,4409,Believability was n't one of the film 's virtues .,1,"['believability', 'nt', 'one', 'film', 'virtues']","['one', 'film', 'virtues']"
115527,6156,Charly comes off as emotionally manipulative and sadly imitative of innumerable past Love Story derisions .,1,"['charly', 'comes', 'emotionally', 'manipulative', 'sadly', 'imitative', 'innumerable', 'past', 'love', 'story', 'derisions']","['comes', 'emotionally', 'manipulative', 'sadly', 'imitative', 'innumerable', 'past', 'love', 'story', 'derisions']"
32384,1518,A really good premise is frittered away in middle-of-the-road blandness .,1,"['really', 'good', 'premise', 'frittered', 'away', 'middleoftheroad', 'blandness']","['really', 'good', 'premise', 'frittered', 'away', 'blandness']"
115779,6170,"Jacobi , the most fluent of actors , is given relatively dry material from Nijinsky 's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive .",1,"['jacobi', 'fluent', 'actors', 'given', 'relatively', 'dry', 'material', 'nijinsky', 'writings', 'perform', 'visuals', 'even', 'erotically', 'frank', 'ones', 'become', 'dullingly', 'repetitive']","['fluent', 'actors', 'given', 'relatively', 'dry', 'material', 'writings', 'perform', 'visuals', 'even', 'erotically', 'frank', 'ones', 'become', 'repetitive']"
142480,7734,A seriously bad film with seriously warped logic by writer-director Kurt Wimmer at the screenplay level .,1,"['seriously', 'bad', 'film', 'seriously', 'warped', 'logic', 'writerdirector', 'kurt', 'wimmer', 'screenplay', 'level']","['seriously', 'bad', 'film', 'seriously', 'warped', 'logic', 'screenplay', 'level']"
10116,425,Some Body smacks of exhibitionism more than it does cathartic truth telling .,1,"['body', 'smacks', 'exhibitionism', 'cathartic', 'truth', 'telling']","['body', 'smacks', 'exhibitionism', 'cathartic', 'truth', 'telling']"
126046,6772,"Demme gets a lot of flavor and spice into his Charade remake , but he ca n't disguise that he 's spiffing up leftovers that are n't so substantial or fresh .",1,"['demme', 'gets', 'lot', 'flavor', 'spice', 'charade', 'remake', 'ca', 'nt', 'disguise', 'spiffing', 'leftovers', 'nt', 'substantial', 'fresh']","['gets', 'lot', 'flavor', 'spice', 'charade', 'remake', 'disguise', 'leftovers', 'substantial', 'fresh']"
68061,3454,"Some Body often looks like an episode of the TV show Blind Date , only less technically proficient and without the pop-up comments .",1,"['body', 'often', 'looks', 'like', 'episode', 'tv', 'show', 'blind', 'date', 'less', 'technically', 'proficient', 'without', 'popup', 'comments']","['body', 'often', 'looks', 'like', 'episode', 'show', 'blind', 'date', 'less', 'technically', 'proficient', 'without', 'comments']"
119286,6376,"The story passes time until it 's time for an absurd finale of twisted metal , fireballs and revenge .",1,"['story', 'passes', 'time', 'time', 'absurd', 'finale', 'twisted', 'metal', 'fireballs', 'revenge']","['story', 'passes', 'time', 'time', 'absurd', 'finale', 'twisted', 'metal', 'fireballs', 'revenge']"
67769,3442,"Whenever you think you 've seen the end of the movie , we cut to a new scene , which also appears to be the end .",1,"['whenever', 'think', 'seen', 'end', 'movie', 'cut', 'new', 'scene', 'also', 'appears', 'end']","['whenever', 'think', 'seen', 'end', 'movie', 'cut', 'new', 'scene', 'also', 'appears', 'end']"
46514,2262,A beautifully shot but dull and ankle-deep ` epic . ',1,"['beautifully', 'shot', 'dull', 'ankledeep', 'epic']","['beautifully', 'shot', 'dull', 'epic']"
114808,6111,"If you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign .",1,"['go', 'theater', 'expecting', 'scary', 'actionpacked', 'chiller', 'might', 'soon', 'looking', 'sign']","['go', 'theater', 'expecting', 'scary', 'chiller', 'might', 'soon', 'looking', 'sign']"
62760,3174,"entertaining enough , but nothing new",1,"['entertaining', 'enough', 'nothing', 'new']","['entertaining', 'enough', 'nothing', 'new']"
102233,5380,The movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating .,1,"['movie', 'excellent', 'job', 'critiquing', 'every', 'faltering', 'halfstep', 'development', 'criticizing', 'feels', 'like', 'commiserating']","['movie', 'excellent', 'job', 'critiquing', 'every', 'faltering', 'development', 'criticizing', 'feels', 'like', 'commiserating']"
60126,3033,"While easier to sit through than most of Jaglom 's self-conscious and gratingly irritating films , it 's still tainted by cliches , painful improbability and murky points .",1,"['easier', 'sit', 'jaglom', 'selfconscious', 'gratingly', 'irritating', 'films', 'still', 'tainted', 'cliches', 'painful', 'improbability', 'murky', 'points']","['easier', 'sit', 'gratingly', 'irritating', 'films', 'still', 'tainted', 'cliches', 'painful', 'improbability', 'murky', 'points']"
2727,105,Shyamalan should stop trying to please his mom .,1,"['shyamalan', 'stop', 'trying', 'please', 'mom']","['stop', 'trying', 'please', 'mom']"
70152,3572,"What we have here is n't a disaster , exactly , but a very handsomely produced let-down .",1,"['nt', 'disaster', 'exactly', 'handsomely', 'produced', 'letdown']","['disaster', 'exactly', 'handsomely', 'produced', 'letdown']"
136705,7392,"Broomfield 's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient .",1,"['broomfield', 'style', 'journalism', 'hardly', 'journalism', 'even', 'avid', 'interest', 'subject', 'grow', 'impatient']","['style', 'journalism', 'hardly', 'journalism', 'even', 'avid', 'interest', 'subject', 'grow', 'impatient']"
10450,440,Seems like something American and European gay movies were doing 20 years ago .,1,"['seems', 'like', 'something', 'american', 'european', 'gay', 'movies', '20', 'years', 'ago']","['seems', 'like', 'something', 'gay', 'movies', 'years', 'ago']"
101574,5344,This New Zealand coming-of-age movie is n't really about anything .,1,"['new', 'zealand', 'comingofage', 'movie', 'nt', 'really', 'anything']","['new', 'movie', 'really', 'anything']"
105086,5551,I found the movie as divided against itself as the dysfunctional family it portrays .,1,"['found', 'movie', 'divided', 'dysfunctional', 'family', 'portrays']","['found', 'movie', 'divided', 'dysfunctional', 'family', 'portrays']"
41684,2006,Empire ca n't make up its mind whether it wants to be a gangster flick or an art film .,1,"['empire', 'ca', 'nt', 'make', 'mind', 'whether', 'wants', 'gangster', 'flick', 'art', 'film']","['empire', 'make', 'mind', 'whether', 'wants', 'gangster', 'flick', 'art', 'film']"
136547,7383,"As is often the case with ambitious , eager first-time filmmakers , Mr. Murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold .",1,"['often', 'case', 'ambitious', 'eager', 'firsttime', 'filmmakers', 'mr', 'murray', 'prolific', 'director', 'music', 'videos', 'stuffs', 'debut', 'plot', 'comfortably', 'hold']","['often', 'case', 'ambitious', 'eager', 'filmmakers', 'prolific', 'director', 'music', 'videos', 'stuffs', 'debut', 'plot', 'comfortably', 'hold']"
134949,7284,"It 's as if Solondz had two ideas for two movies , could n't really figure out how to flesh either out , so he just slopped ` em together here .",1,"['solondz', 'two', 'ideas', 'two', 'movies', 'could', 'nt', 'really', 'figure', 'flesh', 'either', 'slopped', 'em', 'together']","['two', 'ideas', 'two', 'movies', 'could', 'really', 'figure', 'flesh', 'either', 'slopped', 'em', 'together']"
107093,5658,"As the Mediterranean sparkles , ` Swept Away ' sinks .",1,"['mediterranean', 'sparkles', 'swept', 'away', 'sinks']","['sparkles', 'swept', 'away', 'sinks']"
9055,378,Gooding offers a desperately ingratiating performance .,1,"['gooding', 'offers', 'desperately', 'ingratiating', 'performance']","['offers', 'desperately', 'ingratiating', 'performance']"
48370,2362,"It 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless .",1,"['plotless', 'shapeless', 'yet', 'must', 'admitted', 'entirely', 'humorless']","['shapeless', 'yet', 'must', 'admitted', 'entirely', 'humorless']"
26204,1201,"hard as this may be to believe , Here on Earth , a surprisingly similar teen drama , was a better film .",1,"['hard', 'may', 'believe', 'earth', 'surprisingly', 'similar', 'teen', 'drama', 'better', 'film']","['hard', 'may', 'believe', 'earth', 'surprisingly', 'similar', 'teen', 'drama', 'better', 'film']"
106463,5623,"Its and pieces of The Hot Chick are so hilarious , and Schneider 's performance is so fine , it 's a real shame that so much of the movie -- again , as in The Animal -- is a slapdash mess .",1,"['pieces', 'hot', 'chick', 'hilarious', 'schneider', 'performance', 'fine', 'real', 'shame', 'much', 'movie', 'animal', 'slapdash', 'mess']","['pieces', 'hot', 'chick', 'hilarious', 'performance', 'fine', 'real', 'shame', 'much', 'movie', 'animal', 'slapdash', 'mess']"
28758,1333,"For all its violence , the movie is remarkably dull with only Caine making much of an impression .",1,"['violence', 'movie', 'remarkably', 'dull', 'caine', 'making', 'much', 'impression']","['violence', 'movie', 'remarkably', 'dull', 'making', 'much', 'impression']"
112327,5965,"If religious films are n't your bailiwick , stay away .",1,"['religious', 'films', 'nt', 'bailiwick', 'stay', 'away']","['religious', 'films', 'bailiwick', 'stay', 'away']"
37765,1797,"The film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but the emphasis on the latter leaves Blue Crush waterlogged .",1,"['film', 'would', 'enjoyable', 'balance', 'shifted', 'favor', 'waterbound', 'action', 'landbased', 'drama', 'emphasis', 'latter', 'leaves', 'blue', 'crush', 'waterlogged']","['film', 'would', 'enjoyable', 'balance', 'shifted', 'favor', 'action', 'drama', 'emphasis', 'latter', 'leaves', 'blue', 'crush', 'waterlogged']"
114875,6117,Lacks dramatic punch and depth .,1,"['lacks', 'dramatic', 'punch', 'depth']","['lacks', 'dramatic', 'punch', 'depth']"
105876,5588,Borrows from other movies like it in the most ordinary and obvious fashion .,1,"['borrows', 'movies', 'like', 'ordinary', 'obvious', 'fashion']","['borrows', 'movies', 'like', 'ordinary', 'obvious', 'fashion']"
19830,876,The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .,1,"['movie', 'would', 'seem', 'less', 'trifle', 'ms', 'sugarman', 'followed', 'defiance', 'saccharine']","['movie', 'would', 'seem', 'less', 'trifle', 'followed', 'defiance', 'saccharine']"
150084,8175,"Seriously , rent the Disney version .",1,"['seriously', 'rent', 'disney', 'version']","['seriously', 'rent', 'version']"
87276,4526,I felt trapped and with no obvious escape for the entire 100 minutes .,1,"['felt', 'trapped', 'obvious', 'escape', 'entire', '100', 'minutes']","['felt', 'trapped', 'obvious', 'escape', 'entire', 'minutes']"
141220,7660,"Lucy 's a dull girl , that 's all .",1,"['lucy', 'dull', 'girl']","['dull', 'girl']"
78703,4050,"In the process of trimming the movie to an expeditious 84 minutes , director Roger Kumble seems to have dumped a whole lot of plot in favor of ... outrageous gags .",1,"['process', 'trimming', 'movie', 'expeditious', '84', 'minutes', 'director', 'roger', 'kumble', 'seems', 'dumped', 'whole', 'lot', 'plot', 'favor', 'outrageous', 'gags']","['process', 'trimming', 'movie', 'expeditious', 'minutes', 'director', 'roger', 'seems', 'dumped', 'whole', 'lot', 'plot', 'favor', 'outrageous', 'gags']"
93958,4903,The things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .,1,"['things', 'movie', 'tries', 'get', 'audience', 'buy', 'wo', 'nt', 'fly', 'intelligent', 'viewers']","['things', 'movie', 'tries', 'get', 'audience', 'buy', 'fly', 'intelligent', 'viewers']"
41345,1986,"Steve Oedekerk is , alas , no Woody Allen .",1,"['steve', 'oedekerk', 'alas', 'woody', 'allen']","['alas', 'woody']"
148897,8101,"The plot is plastered with one Hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .",1,"['plot', 'plastered', 'one', 'hollywood', 'cliche', 'another', 'involve', 'precocious', 'kids', 'getting', 'better', 'obnoxious', 'adults']","['plot', 'plastered', 'one', 'cliche', 'another', 'involve', 'precocious', 'kids', 'getting', 'better', 'obnoxious', 'adults']"
93091,4851,"All the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness .",1,"['sensuality', 'eroticism', 'good', 'vampire', 'tale', 'pardon', 'pun', 'sucked', 'replaced', 'goth', 'goofiness']","['sensuality', 'eroticism', 'good', 'vampire', 'tale', 'pardon', 'pun', 'sucked', 'replaced', 'goofiness']"
127915,6882,"As if trying to grab a lump of Play-Doh , the harder that Liman tries to squeeze his story , the more details slip out between his fingers .",1,"['trying', 'grab', 'lump', 'playdoh', 'harder', 'liman', 'tries', 'squeeze', 'story', 'details', 'slip', 'fingers']","['trying', 'grab', 'lump', 'harder', 'tries', 'squeeze', 'story', 'details', 'slip', 'fingers']"
21806,976,"An EXIT sign , that is .",1,"['exit', 'sign']","['exit', 'sign']"
66978,3401,"Weirdly , Broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",1,"['weirdly', 'broomfield', 'compelling', 'new', 'material', 'nt', 'unveil', 'end', 'endless', 'scenes', 'wheedling', 'reluctant', 'witnesses', 'pointing', 'camera', 'smeared', 'windshield', 'rental', 'car']","['weirdly', 'compelling', 'new', 'material', 'unveil', 'end', 'endless', 'scenes', 'wheedling', 'reluctant', 'witnesses', 'pointing', 'camera', 'smeared', 'windshield', 'rental', 'car']"
44593,2160,Naipaul fans may be disappointed .,1,"['naipaul', 'fans', 'may', 'disappointed']","['fans', 'may', 'disappointed']"
128442,6910,Viewers of Barney 's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it .,1,"['viewers', 'barney', 'crushingly', 'selfindulgent', 'spectacle', 'see', 'nothing', 'match', 'ordeal', 'sitting']","['viewers', 'spectacle', 'see', 'nothing', 'match', 'ordeal', 'sitting']"
74392,3812,"Witless , pointless , tasteless and idiotic .",1,"['witless', 'pointless', 'tasteless', 'idiotic']","['witless', 'pointless', 'tasteless', 'idiotic']"
148494,8080,"The first hour is tedious though Ford and Neeson capably hold our interest , but its just not a thrilling movie .",1,"['first', 'hour', 'tedious', 'though', 'ford', 'neeson', 'capably', 'hold', 'interest', 'thrilling', 'movie']","['first', 'hour', 'tedious', 'though', 'ford', 'capably', 'hold', 'interest', 'thrilling', 'movie']"
148983,8107,"Since Dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .",1,"['since', 'dahmer', 'resorts', 'standard', 'slasher', 'flick', 'thrills', 'mind', 'killer', 'misses', 'major', 'opportunity', 'truly', 'revelatory', 'psyche']","['since', 'resorts', 'standard', 'slasher', 'flick', 'thrills', 'mind', 'killer', 'misses', 'major', 'opportunity', 'truly', 'revelatory', 'psyche']"
81989,4230,"A cross between Blow and Boyz N The Hood , this movie strives to be more , but does n't quite get there .",1,"['cross', 'blow', 'boyz', 'n', 'hood', 'movie', 'strives', 'nt', 'quite', 'get']","['cross', 'blow', 'hood', 'movie', 'strives', 'quite', 'get']"
108442,5739,A soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of B-movie imagination .,1,"['soapopera', 'quality', 'twist', 'last', '20', 'minutes', 'almost', 'puts', 'kibosh', 'otherwise', 'sumptuous', 'work', 'bmovie', 'imagination']","['quality', 'twist', 'last', 'minutes', 'almost', 'puts', 'kibosh', 'otherwise', 'sumptuous', 'work', 'imagination']"
120731,6459,"It looks good , but it is essentially empty .",1,"['looks', 'good', 'essentially', 'empty']","['looks', 'good', 'essentially', 'empty']"
125720,6755,The acting is fine but the script is about as interesting as a recording of conversations at the Wal-Mart checkout line .,1,"['acting', 'fine', 'script', 'interesting', 'recording', 'conversations', 'walmart', 'checkout', 'line']","['acting', 'fine', 'script', 'interesting', 'recording', 'conversations', 'checkout', 'line']"
123062,6605,An opportunity missed .,1,"['opportunity', 'missed']","['opportunity', 'missed']"
73565,3761,Heavy with flabby rolls of typical Toback machinations .,1,"['heavy', 'flabby', 'rolls', 'typical', 'toback', 'machinations']","['heavy', 'flabby', 'rolls', 'typical', 'machinations']"
104813,5535,Pretend it 's a werewolf itself by avoiding eye contact and walking slowly away .,1,"['pretend', 'werewolf', 'avoiding', 'eye', 'contact', 'walking', 'slowly', 'away']","['pretend', 'werewolf', 'avoiding', 'eye', 'contact', 'walking', 'slowly', 'away']"
97866,5124,Feeble comedy .,1,"['feeble', 'comedy']","['feeble', 'comedy']"
110755,5868,"... a low rate Annie featuring some kid who ca n't act , only echoes of Jordan , and weirdo actor Crispin Glover screwing things up old school .",1,"['low', 'rate', 'annie', 'featuring', 'kid', 'ca', 'nt', 'act', 'echoes', 'jordan', 'weirdo', 'actor', 'crispin', 'glover', 'screwing', 'things', 'old', 'school']","['low', 'rate', 'featuring', 'kid', 'act', 'echoes', 'weirdo', 'actor', 'screwing', 'things', 'old', 'school']"
54812,2730,"... while certainly clever in spots , this too-long , spoofy update of Shakespeare 's Macbeth does n't sustain a high enough level of invention .",1,"['certainly', 'clever', 'spots', 'toolong', 'spoofy', 'update', 'shakespeare', 'macbeth', 'nt', 'sustain', 'high', 'enough', 'level', 'invention']","['certainly', 'clever', 'spots', 'update', 'sustain', 'high', 'enough', 'level', 'invention']"
39720,1897,A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .,1,"['puppy', 'dog', 'desperate', 'attention', 'nearly', 'breaks', 'little', 'neck', 'trying', 'perform', 'entertaining', 'tricks']","['puppy', 'dog', 'desperate', 'attention', 'nearly', 'breaks', 'little', 'neck', 'trying', 'perform', 'entertaining', 'tricks']"
106068,5600,"In the wrong hands , i.e. Peploe 's , it 's simply unbearable",1,"['wrong', 'hands', 'ie', 'peploe', 'simply', 'unbearable']","['wrong', 'hands', 'simply', 'unbearable']"
134148,7240,Resembles a soft porn Brian De Palma pastiche .,1,"['resembles', 'soft', 'porn', 'brian', 'de', 'palma', 'pastiche']","['resembles', 'soft', 'porn', 'pastiche']"
12942,556,"This toothless Dog , already on cable , loses all bite on the big screen .",1,"['toothless', 'dog', 'already', 'cable', 'loses', 'bite', 'big', 'screen']","['toothless', 'dog', 'already', 'cable', 'loses', 'bite', 'big', 'screen']"
98800,5182,"Like Showgirls and Glitter , the most entertaining moments here are unintentional .",1,"['like', 'showgirls', 'glitter', 'entertaining', 'moments', 'unintentional']","['like', 'showgirls', 'glitter', 'entertaining', 'moments', 'unintentional']"
61748,3121,"A few hours after you 've seen it , you forget you 've been to the movies .",1,"['hours', 'seen', 'forget', 'movies']","['hours', 'seen', 'forget', 'movies']"
17026,739,"In theory , a middle-aged romance pairing Clayburgh and Tambor sounds promising , but in practice it 's something else altogether -- clownish and offensive and nothing at all like real life .",1,"['theory', 'middleaged', 'romance', 'pairing', 'clayburgh', 'tambor', 'sounds', 'promising', 'practice', 'something', 'else', 'altogether', 'clownish', 'offensive', 'nothing', 'like', 'real', 'life']","['theory', 'romance', 'pairing', 'sounds', 'promising', 'practice', 'something', 'else', 'altogether', 'clownish', 'offensive', 'nothing', 'like', 'real', 'life']"
14963,643,How can such a cold movie claim to express warmth and longing ?,1,"['cold', 'movie', 'claim', 'express', 'warmth', 'longing']","['cold', 'movie', 'claim', 'express', 'warmth', 'longing']"
67953,3450,One of the most depressing movie-going experiences I can think of is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .,1,"['one', 'depressing', 'moviegoing', 'experiences', 'think', 'sit', '90', 'minutes', 'socalled', 'comedy', 'laugh']","['one', 'depressing', 'moviegoing', 'experiences', 'think', 'sit', 'minutes', 'comedy', 'laugh']"
112985,6000,"Too campy to work as straight drama and too violent and sordid to function as comedy , Vulgar is , truly and thankfully , a one-of-a-kind work .",1,"['campy', 'work', 'straight', 'drama', 'violent', 'sordid', 'function', 'comedy', 'vulgar', 'truly', 'thankfully', 'oneofakind', 'work']","['campy', 'work', 'straight', 'drama', 'violent', 'sordid', 'function', 'comedy', 'vulgar', 'truly', 'thankfully', 'work']"
98930,5189,Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .,1,"['disreputable', 'doings', 'exquisite', 'trappings', 'dampened', 'lackluster', 'script', 'substandard', 'performances']","['disreputable', 'doings', 'exquisite', 'trappings', 'dampened', 'lackluster', 'script', 'substandard', 'performances']"
71807,3664,"Seemingly disgusted with the lazy material and the finished product 's unshapely look , director Fisher Stevens inexplicably dips key moments from the film in Waking Life water colors .",1,"['seemingly', 'disgusted', 'lazy', 'material', 'finished', 'product', 'unshapely', 'look', 'director', 'fisher', 'stevens', 'inexplicably', 'dips', 'key', 'moments', 'film', 'waking', 'life', 'water', 'colors']","['seemingly', 'disgusted', 'lazy', 'material', 'finished', 'product', 'unshapely', 'look', 'director', 'fisher', 'inexplicably', 'dips', 'key', 'moments', 'film', 'waking', 'life', 'water', 'colors']"
75794,3886,A selection of scenes in search of a movie .,1,"['selection', 'scenes', 'search', 'movie']","['selection', 'scenes', 'search', 'movie']"
55997,2801,"The high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : There 's very little hustling on view .",1,"['highconcept', 'scenario', 'soon', 'proves', 'preposterous', 'acting', 'robotically', 'italicized', 'truthinadvertising', 'hounds', 'take', 'note', 'little', 'hustling', 'view']","['scenario', 'soon', 'proves', 'preposterous', 'acting', 'robotically', 'italicized', 'hounds', 'take', 'note', 'little', 'hustling', 'view']"
153609,8388,"It 's a big idea , but the film itself is small and shriveled .",1,"['big', 'idea', 'film', 'small', 'shriveled']","['big', 'idea', 'film', 'small', 'shriveled']"
1918,71,"But it has an ambition to say something about its subjects , but not a willingness .",1,"['ambition', 'say', 'something', 'subjects', 'willingness']","['ambition', 'say', 'something', 'subjects', 'willingness']"
57695,2909,"If Welles was unhappy at the prospect of the human race splitting in two , he probably would n't be too crazy with his great-grandson 's movie splitting up in pretty much the same way .",1,"['welles', 'unhappy', 'prospect', 'human', 'race', 'splitting', 'two', 'probably', 'would', 'nt', 'crazy', 'greatgrandson', 'movie', 'splitting', 'pretty', 'much', 'way']","['unhappy', 'prospect', 'human', 'race', 'splitting', 'two', 'probably', 'would', 'crazy', 'movie', 'splitting', 'pretty', 'much', 'way']"
20972,937,"Full of flatulence jokes and mild sexual references , Kung Pow !",1,"['full', 'flatulence', 'jokes', 'mild', 'sexual', 'references', 'kung', 'pow']","['full', 'flatulence', 'jokes', 'mild', 'sexual', 'references']"
116906,6238,"Attal 's hang-ups surrounding infidelity are so old-fashioned and , dare I say , outdated , it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident .",1,"['attal', 'hangups', 'surrounding', 'infidelity', 'oldfashioned', 'dare', 'say', 'outdated', 'wonder', 'could', 'nt', 'brought', 'something', 'fresher', 'proceedings', 'simply', 'accident']","['hangups', 'surrounding', 'infidelity', 'dare', 'say', 'outdated', 'wonder', 'could', 'brought', 'something', 'fresher', 'proceedings', 'simply', 'accident']"
120685,6455,The film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence .,1,"['film', 'hero', 'bore', 'innocence', 'soon', 'becomes', 'questionable', 'kind', 'inexcusable', 'dumb', 'innocence']","['film', 'hero', 'bore', 'innocence', 'soon', 'becomes', 'questionable', 'kind', 'inexcusable', 'dumb', 'innocence']"
51242,2522,"Despite some charm and heart , this quirky soccer import is forgettable",1,"['despite', 'charm', 'heart', 'quirky', 'soccer', 'import', 'forgettable']","['despite', 'charm', 'heart', 'quirky', 'soccer', 'import', 'forgettable']"
45062,2188,Um ... is n't that the basis for the entire plot ?,1,"['um', 'nt', 'basis', 'entire', 'plot']","['um', 'basis', 'entire', 'plot']"
27884,1281,"After an hour and a half of wondering -- sometimes amusedly , sometimes impatiently -- just what this strenuously unconventional movie is supposed to be , you discover that the answer is as conventional as can be .",1,"['hour', 'half', 'wondering', 'sometimes', 'amusedly', 'sometimes', 'impatiently', 'strenuously', 'unconventional', 'movie', 'supposed', 'discover', 'answer', 'conventional']","['hour', 'half', 'wondering', 'sometimes', 'sometimes', 'impatiently', 'strenuously', 'unconventional', 'movie', 'supposed', 'discover', 'answer', 'conventional']"
132314,7134,"It 's mildly sentimental , unabashedly consumerist ... studiously inoffensive and completely disposable .",1,"['mildly', 'sentimental', 'unabashedly', 'consumerist', 'studiously', 'inoffensive', 'completely', 'disposable']","['mildly', 'sentimental', 'unabashedly', 'consumerist', 'studiously', 'inoffensive', 'completely', 'disposable']"
26931,1236,Grant is n't Cary and Bullock is n't Katherine .,1,"['grant', 'nt', 'cary', 'bullock', 'nt', 'katherine']","['grant', 'bullock']"
12699,547,"Schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness .",1,"['schrader', 'aims', 'present', 'unflinching', 'look', 'one', 'man', 'downfall', 'brought', 'lack', 'selfawareness']","['aims', 'present', 'unflinching', 'look', 'one', 'man', 'downfall', 'brought', 'lack']"
26149,1199,The movie 's biggest shocks come from seeing former nymphette Juliette Lewis playing a salt-of-the-earth mommy named Minnie and watching Slim travel incognito in a ridiculous wig no respectable Halloween costume shop would ever try to sell .,1,"['movie', 'biggest', 'shocks', 'come', 'seeing', 'former', 'nymphette', 'juliette', 'lewis', 'playing', 'saltoftheearth', 'mommy', 'named', 'minnie', 'watching', 'slim', 'travel', 'incognito', 'ridiculous', 'wig', 'respectable', 'halloween', 'costume', 'shop', 'would', 'ever', 'try', 'sell']","['movie', 'biggest', 'shocks', 'come', 'seeing', 'former', 'playing', 'mommy', 'named', 'watching', 'slim', 'travel', 'incognito', 'ridiculous', 'wig', 'respectable', 'costume', 'shop', 'would', 'ever', 'try', 'sell']"
23119,1048,"Unless there are zoning ordinances to protect your community from the dullest science fiction , Impostor is opening today at a theater near you .",1,"['unless', 'zoning', 'ordinances', 'protect', 'community', 'dullest', 'science', 'fiction', 'impostor', 'opening', 'today', 'theater', 'near']","['unless', 'zoning', 'ordinances', 'protect', 'community', 'dullest', 'science', 'fiction', 'impostor', 'opening', 'today', 'theater', 'near']"
